ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq_3763,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA,NA
Seq_3764,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
Seq_3765,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Seq_3766,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,NA
Seq_3767,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
Seq_3768,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
Seq_3769,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
Seq_3770,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
Seq_3771,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Seq_3772,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Seq_3773,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
Seq_3774,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_3775,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
Seq_3776,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,NA
Seq_3777,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Fontimonas,NA
Seq_3778,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_3779,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
Seq_3780,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Seq_3781,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,hispaniensis
Seq_3782,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
Seq_3783,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3784,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_3785,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_3786,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
Seq_3787,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
Seq_3788,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
Seq_3789,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,NA
Seq_3790,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
Seq_3791,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
Seq_3792,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_3793,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
Seq_3794,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,NA
Seq_3795,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,NA
Seq_3796,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_3797,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_3798,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_3799,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA
Seq_3800,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
Seq_3801,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_3802,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_3803,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
Seq_3804,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
Seq_3805,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
Seq_3806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq_3807,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
Seq_3808,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,NA
Seq_3810,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
Seq_3811,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
Seq_3812,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq_3813,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
Seq_3814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq_3815,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA
Seq_3816,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq_3817,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,NA
Seq_3818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,NA
Seq_3819,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
Seq_3820,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
Seq_3821,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
Seq_3822,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_3823,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_3824,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Edaphobacter,NA
Seq_3825,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
Seq_3826,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
Seq_3827,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
Seq_3828,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_3829,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_3830,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
Seq_3831,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_3832,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA
Seq_3833,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Seq_3834,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
Seq_3835,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Seq_3836,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,NA
Seq_3837,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_3838,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
Seq_3839,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq_3840,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,NA
Seq_3841,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,NA
Seq_3842,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,NA,NA,NA
Seq_3843,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Seq_3844,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Seq_3845,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
Seq_3846,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,NA
Seq_3847,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_3848,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3849,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq_3850,Bacteria,Patescibacteria,Microgenomatia,NA,NA,NA,NA
Seq_3851,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_3852,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_3853,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3854,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3855,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
Seq_3856,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
Seq_3857,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
Seq_3858,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
Seq_3859,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia,NA
Seq_3860,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
Seq_3861,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,NA
Seq_3862,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
Seq_3863,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_3864,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Candidatus_Symbiothrix,NA
Seq_3865,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_3866,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_3867,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
Seq_3868,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Seq_3869,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
Seq_3870,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,NA,NA,NA
Seq_3871,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,NA
Seq_3872,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
Seq_3873,Bacteria,WPS-2,NA,NA,NA,NA,NA
Seq_3874,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
Seq_3875,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,jeikeium
Seq_3876,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
Seq_3877,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
Seq_3878,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
Seq_3879,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,NA
Seq_3880,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Seq_3881,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
Seq_3882,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Seq_3883,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
Seq_3884,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_3885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
Seq_3886,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,NA
Seq_3887,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
Seq_3888,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq_3889,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
Seq_3890,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella,NA
Seq_3891,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
Seq_3892,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_3893,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA,NA
Seq_3894,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_3895,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_3896,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_3897,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_3898,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Seq_3899,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_3900,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
Seq_3901,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
Seq_3902,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA
Seq_3903,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,NA
Seq_3904,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
Seq_3905,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
Seq_3906,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_3907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
Seq_3908,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_3909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
Seq_3910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,thiogangeticum
Seq_3912,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Seq_3913,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_3914,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_3915,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
Seq_3916,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
Seq_3917,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
Seq_3918,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_3919,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_3920,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_3921,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
Seq_3922,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
Seq_3923,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
Seq_3924,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
Seq_3925,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
Seq_3926,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_3927,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
Seq_3928,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq_3929,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
Seq_3930,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
Seq_3931,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Seq_3932,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
Seq_3933,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
Seq_3934,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_3935,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
Seq_3936,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3937,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Seq_3938,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
Seq_3940,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
Seq_3941,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,stolpii
Seq_3942,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,flavus
Seq_3943,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_3944,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq_3945,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_3946,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
Seq_3947,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
Seq_3948,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_3949,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
Seq_3950,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
Seq_3951,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Seq_3952,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_3953,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA,NA
Seq_3954,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
Seq_3955,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,NA
Seq_3956,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_3957,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Seq_3958,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Seq_3959,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
Seq_3960,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Chitinibacter,NA
Seq_3961,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_3962,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
Seq_3963,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_3964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq_3965,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
Seq_3966,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus,NA
Seq_3967,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
Seq_3968,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,hominis
Seq_3969,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,NA
Seq_3970,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
Seq_3971,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
Seq_3972,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq_3973,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
Seq_3974,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
Seq_3975,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
Seq_3976,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
Seq_3977,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Seq_3978,NA,NA,NA,NA,NA,NA,NA
Seq_3979,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
Seq_3980,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonas,NA
Seq_3981,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_3982,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
Seq_3983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,NA
Seq_3984,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,NA
Seq_3985,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Seq_3986,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter,NA
Seq_3987,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_3988,Bacteria,NA,NA,NA,NA,NA,NA
Seq_3989,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,NA
Seq_3990,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
Seq_3991,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq_3992,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
Seq_3993,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,NA
Seq_3994,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
Seq_3995,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_3996,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_3997,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
Seq_3998,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_3999,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
Seq_4000,Bacteria,NA,NA,NA,NA,NA,NA
Seq_4001,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Seq_4002,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA,NA
Seq_4003,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
Seq_4004,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_4005,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA
Seq_4006,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_4007,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_4008,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq_4009,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,NA
Seq_4010,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,NA
Seq_4011,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq_4012,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora,NA
Seq_4013,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
Seq_4014,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_4015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_4016,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio,NA
Seq_4017,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA
Seq_4018,Bacteria,NA,NA,NA,NA,NA,NA
