ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_9670	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	100	100	100	100	100	99	99
Seq_9671	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii	100	100	100	100	100	100	98
Seq_9672	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA	100	100	100	100	100	100	100
Seq_9673	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	NA	100	100	100	100	100	61	61
Seq_9674	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA	100	100	100	100	100	100	100
Seq_9675	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	NA	100	100	100	100	100	100	100
Seq_9676	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	crystallopoietes	100	100	100	100	100	89	89
Seq_9677	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum	NA	100	100	100	100	100	100	86
Seq_9678	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	99	99	99	55	55	55
Seq_9679	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	80	80
Seq_9680	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	96	95	92	92	92	92
Seq_9681	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	pectinilyticus	100	100	100	89	89	89	56
Seq_9682	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	99	28	28	18	7	6
Seq_9683	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	94	91	71	71	71	71
Seq_9684	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	99	97	97	97	97
Seq_9685	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	NA	100	100	100	100	99	51	48
Seq_9686	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	100	100	100	100
Seq_9687	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_9688	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hespellia	NA	100	100	100	100	100	51	42
Seq_9689	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	85	83	83	75	74	57
Seq_9690	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	42
Seq_9691	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	100	100	100	100	98	98	26
Seq_9692	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	100	61	56	56
Seq_9693	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_9694	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	97	97
Seq_9695	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	89	79	50	50	50	50
Seq_9696	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	99	93	87	87
Seq_9697	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	99	99	48	48	48	47
Seq_9698	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	100	100	100	100	59	53	37
Seq_9699	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	98	76
Seq_9700	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	57	14	14	14	14	11
Seq_9701	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	97	97	97	96	95	74
Seq_9702	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	96	85	31	31
Seq_9703	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	94	76	43	43
Seq_9704	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	86	86	86
Seq_9705	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	84	78	70	55	49	49
Seq_9706	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	78	73	73	73	73	73
Seq_9707	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	88	88	88	88	88	88
Seq_9708	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100	69
Seq_9709	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100	100
Seq_9710	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	93	85	21
Seq_9711	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	98	98
Seq_9712	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	98	98
Seq_9713	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	98	77	73	70	70
Seq_9714	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	90	20	20
Seq_9715	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA	100	100	100	100	97	96	94
Seq_9716	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	NA	100	100	100	100	99	99	99
Seq_9717	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	bacteriovorus	100	99	99	99	99	99	76
Seq_9718	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	100	100	100	100	100	100	66
Seq_9719	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	99	99	99	99	92	92
Seq_9720	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	NA	100	100	100	100	100	96	96
Seq_9721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA	100	100	100	100	100	55	30
Seq_9722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	93	93
Seq_9723	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	99	99	99	98	98	98
Seq_9724	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	NA	100	100	100	100	100	95	95
Seq_9725	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA	100	99	99	99	99	99	99
Seq_9726	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	30	30
Seq_9727	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	NA	100	100	100	100	100	100	97
Seq_9728	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	99	64	64
Seq_9729	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	100	100	100	68
Seq_9730	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	98	98	96	84	68	64
Seq_9731	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	99	91	91
Seq_9732	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	97	97	97	97	97	97
Seq_9733	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	pickettii	100	100	100	100	100	100	97
Seq_9734	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	95	95	95	95	95	95
Seq_9735	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	58
Seq_9736	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	100	94	43	43	43	43
Seq_9737	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	100	100	100	100	100	100	100
Seq_9738	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	98	48	46
Seq_9739	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	44	24
Seq_9740	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	97	90	66	32	26	15
Seq_9741	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	100	100	100	100	100	67	63
Seq_9742	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_9743	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_9744	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	100	100	100	99	99	95	95
Seq_9745	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	16	16
Seq_9746	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	88	88
Seq_9747	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc PCC-73102	commune	100	100	100	100	100	83	52
Seq_9748	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_9749	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA	100	100	100	98	98	65	65
Seq_9750	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	97	58	57	11	11	11	11
Seq_9751	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	bennonis	100	100	100	100	100	100	98
Seq_9752	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	100	49	49	49
Seq_9753	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	NA	100	100	100	100	100	66	66
Seq_9754	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	99	99	33
Seq_9755	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	aurantiacum	100	100	100	100	100	100	53
Seq_9756	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	100	100	100	100	100	95	68
Seq_9757	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	66	9
Seq_9758	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9	NA	100	100	100	100	100	58	58
Seq_9759	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_9760	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	99	99	99	99	99
Seq_9761	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	82	28	28
Seq_9762	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Family III	Thermoanaerobacterium	thermosaccharolyticum	100	100	100	100	100	100	100
Seq_9763	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	silvestris	100	100	100	100	100	100	100
Seq_9764	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	89	89	89	89
Seq_9765	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA	100	100	100	100	100	81	81
Seq_9766	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA	100	100	100	99	99	98	63
Seq_9767	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA	100	99	99	99	99	99	99
Seq_9768	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	98	97	97	94
Seq_9769	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	linguale	100	100	100	100	100	100	92
Seq_9770	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	mortiferum	100	100	100	100	100	100	88
Seq_9771	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Lumbricincola	NA	100	100	100	100	100	100	100
Seq_9772	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	95	94
Seq_9773	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	NA	100	100	100	100	100	100	79
Seq_9774	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	97	86	45	45
Seq_9775	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA	100	100	100	100	100	79	49
Seq_9776	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	100	100	100	100	100	79	79
Seq_9777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	100	72
Seq_9778	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	100	78	78
Seq_9779	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	100	100	100	100	100	43	31
Seq_9780	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA	100	100	100	100	92	58	57
Seq_9781	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	NA	100	100	100	100	100	99	73
Seq_9782	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	100	100	97	39	39	39
Seq_9783	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	99	99	50	50	50
Seq_9784	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	93	93
Seq_9785	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	100	100	100	100	100	88	73
Seq_9786	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	100	100	100	100	100	93	93
Seq_9787	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA	100	100	98	95	95	73	73
Seq_9788	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA	100	100	100	100	100	95	95
Seq_9789	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	91	91	10
Seq_9790	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	84	41	41
Seq_9791	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	99	83	81	81	81	81	81
Seq_9792	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	98	96	95	80	80
Seq_9793	Bacteria	NA	NA	NA	NA	NA	NA	100	35	23	15	7	4	3
Seq_9794	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_9795	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	95	95
Seq_9796	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	98	88	88	83	83
Seq_9797	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	97	80	73	57	57
Seq_9798	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	79	52
Seq_9799	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	99	99	99	99
Seq_9800	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	97	89	85	85
Seq_9801	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	83	82	51	51	51	51
Seq_9802	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	100	100	100	100	100	100	33
Seq_9803	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	100
Seq_9804	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	100	93	93
Seq_9805	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_9806	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	NA	100	100	100	100	100	100	100
Seq_9807	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	smilacinae	100	100	100	100	100	100	74
Seq_9808	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	NA	100	100	100	94	94	51	12
Seq_9809	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA	100	100	100	100	100	100	100
Seq_9810	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	98	25	25	15	15
Seq_9811	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	98	35	27	27
Seq_9812	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA	100	100	100	64	57	41	8
Seq_9813	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	97	92	34	34	32	32
Seq_9814	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	minutum	100	100	100	100	100	100	100
Seq_9815	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_9816	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	100	100	100	100	100	100	100
Seq_9817	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	86	86	86
Seq_9818	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	96	46	46	46	23	22
Seq_9819	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	97	97	97	97
Seq_9820	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	81	35
Seq_9821	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	66	66	61	52	52	52
Seq_9822	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	96	81	80	72	72
Seq_9823	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	94	84	84	84	84
Seq_9824	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	99	99	99	99	99	99
Seq_9825	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	99	99	43	43
Seq_9826	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA	100	100	100	100	100	100	100
Seq_9827	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	99	89	89
Seq_9828	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	98	85	85	85
Seq_9829	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NA	NA	100	100	100	100	100	83	83
Seq_9830	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_9831	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA21	NA	NA	100	100	100	100	100	100	100
Seq_9832	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	100	100	100	100	100	100	100
Seq_9833	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	98	81	79	79
Seq_9834	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	96	91	60	60	60	60
Seq_9835	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA	100	100	100	100	100	100	100
Seq_9836	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	aquicola	100	100	100	100	100	100	52
Seq_9837	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	100	100	100	100	100	78	54
Seq_9838	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100	53
Seq_9839	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_9840	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100	100
Seq_9841	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA	100	100	100	100	100	100	100
Seq_9842	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA	100	100	100	100	100	55	55
Seq_9843	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	NA	100	100	100	100	100	80	80
Seq_9844	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	92	92	92	76
Seq_9845	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	98	77	33	30	23	22
Seq_9846	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	98	81	28	28
Seq_9847	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	99	92	59	58	16	5
Seq_9848	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	100	100	100	100
Seq_9849	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	97	96	92	85	20	20
Seq_9850	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	100	100	100	91	91	91
Seq_9851	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	100	100	100	100
Seq_9852	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	99	98	95	53	53
Seq_9853	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	99	99	99	99
Seq_9854	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	100	60	60
Seq_9855	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	100	56
Seq_9856	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	98	98	26	18
Seq_9857	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	cuneatus	100	100	100	100	100	100	99
Seq_9858	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	rhizophila	100	100	100	100	100	94	94
Seq_9859	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA	100	100	100	100	100	98	98
Seq_9860	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	100	100
Seq_9861	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	72	51	51	51	51	51
Seq_9862	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA	NA	100	100	100	98	93	93	93
Seq_9863	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	94	92	49	44	31	31
Seq_9864	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	100	85	85
Seq_9865	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	100	97	97	44
Seq_9866	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	93	22	22	21	9	8
Seq_9867	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	cerinus	100	100	100	100	100	87	86
Seq_9868	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	riboflavina	100	100	100	100	94	94	78
Seq_9869	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	96	90	88	68	68
Seq_9870	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	100	100	100
